,id,date,store_nbr,item_nbr,unit_sales,onpromotion
13559688,13559688,2013-11-06,8,265257,3.0,
64001546,64001546,2015-12-05,18,1229440,2.0,False
11205636,11205636,2013-09-16,10,223434,7.0,
74041842,74041842,2016-03-22,6,2010498,2.0,False
51168803,51168803,2015-07-11,50,871421,1.0,False
87499535,87499535,2016-08-09,19,205381,2.0,False
47979755,47979755,2015-06-02,1,1038937,2.0,False
101320460,101320460,2016-12-28,36,215352,44.0,False
4947576,4947576,2013-04-30,11,660320,15.0,
103652676,103652676,2017-01-20,45,1905638,12.0,False
52300475,52300475,2015-07-25,51,1422837,46.0,False
66753678,66753678,2016-01-04,51,467887,9.0,False
68940683,68940683,2016-01-28,25,890371,2.0,False
41346687,41346687,2015-02-17,38,457928,6.294,False
35677724,35677724,2014-11-21,14,1078288,2.0,False
58470226,58470226,2015-10-06,8,1906099,2.0,False
90265518,90265518,2016-09-07,5,1228995,1.0,False
97212743,97212743,2016-11-17,46,1967914,1.0,False
86635615,86635615,2016-07-31,38,164647,12.0,False
87874078,87874078,2016-08-13,16,404333,7.0,False
48338156,48338156,2015-06-06,30,1057491,1.0,False
49559836,49559836,2015-06-21,51,870544,1.0,False
60787617,60787617,2015-10-31,38,671083,2.0,False
43324433,43324433,2015-03-21,48,581078,21.0,False
52853120,52853120,2015-08-01,38,1456916,21.0,False
1701870,1701870,2013-02-12,44,1086172,3.0,
8976552,8976552,2013-07-29,40,463816,2.0,
6469432,6469432,2013-06-03,40,866927,36.0,
4518747,4518747,2013-04-20,10,129296,4.0,
106049475,106049475,2017-02-12,30,2001632,2.0,False
25933062,25933062,2014-06-25,15,308766,2.0,False
15713078,15713078,2013-12-19,15,1152355,2.0,
87391178,87391178,2016-08-08,11,279125,6.0,False
123056546,123056546,2017-07-23,41,1418845,12.0,False
118885929,118885929,2017-06-14,9,404454,3.0,False
64832955,64832955,2015-12-14,5,940664,1.0,False
80220012,80220012,2016-05-25,36,890213,1.0,False
70782861,70782861,2016-02-16,47,404442,8.0,False
78777027,78777027,2016-05-10,25,1464257,1.0,False
123994257,123994257,2017-08-01,37,557286,5.0,True
84487489,84487489,2016-07-09,22,838216,5.0,False
94657253,94657253,2016-10-22,47,358264,577.0,False
9407678,9407678,2013-08-08,3,105857,19.0,
89349221,89349221,2016-08-28,42,1726956,12.0,False
64168616,64168616,2015-12-06,54,1149579,43.0,True
56315584,56315584,2015-09-11,39,363868,3.0,False
60137435,60137435,2015-10-24,27,1240160,1.0,False
104321956,104321956,2017-01-27,14,2011105,1.0,False
72418303,72418303,2016-03-05,7,1229676,2.0,False
58672902,58672902,2015-10-08,26,1502392,1.646,False
95821428,95821428,2016-11-03,41,213066,2.0,False
68395580,68395580,2016-01-22,34,1209719,5.0,False
16428322,16428322,2014-01-03,32,1379210,3.0,
8332588,8332588,2013-07-15,9,268664,2.0,
55295992,55295992,2015-08-30,49,1719504,5.295,False
34206339,34206339,2014-10-31,27,1457175,2.0,False
14765533,14765533,2013-11-30,46,872308,2.0,
2291037,2291037,2013-02-27,1,108696,5.0,
19936103,19936103,2014-03-05,13,686035,4.0,
99657913,99657913,2016-12-11,49,1975439,15.0,True
76180552,76180552,2016-04-13,27,1354387,2.0,False
84812590,84812590,2016-07-12,41,954796,3.0,False
85612234,85612234,2016-07-21,3,1418844,3.0,True
1998243,1998243,2013-02-19,49,1089844,5.0,
114378374,114378374,2017-05-02,45,564534,53.0,False
46926082,46926082,2015-05-17,47,1124164,10.0,False
53480625,53480625,2015-08-09,8,916885,9.0,False
106633952,106633952,2017-02-18,13,115894,2.0,False
69597631,69597631,2016-02-04,15,838215,6.0,False
27438975,27438975,2014-07-19,1,464356,3.0,False
43294599,43294599,2015-03-21,24,838875,1.0,False
28353882,28353882,2014-08-01,34,1036689,5.0,False
3966825,3966825,2013-04-07,11,850333,26.0,
91886198,91886198,2016-09-24,11,1999969,1.0,False
74871159,74871159,2016-03-31,1,1457396,1.0,False
2948493,2948493,2013-03-14,34,470760,1.0,
50257249,50257249,2015-06-30,44,557810,6.0,False
24200681,24200681,2014-05-22,17,518094,4.0,False
103516777,103516777,2017-01-19,24,153078,4.0,False
53626948,53626948,2015-08-10,50,554047,2.0,False
121205161,121205161,2017-07-06,3,1230461,2.0,False
62024484,62024484,2015-11-14,3,1179580,22.0,False
45454935,45454935,2015-04-25,9,1047682,4.0,False
108542238,108542238,2017-03-08,16,564533,13.0,False
29562096,29562096,2014-08-24,5,314384,65.0,False
118832025,118832025,2017-06-13,38,1248464,3.0,False
81106880,81106880,2016-06-03,48,211999,2.0,False
4282949,4282949,2013-04-14,37,819228,2.825,
65141898,65141898,2015-12-17,24,1289417,2.0,False
71400339,71400339,2016-02-23,24,1464240,28.0,False
121788229,121788229,2017-07-11,30,1464194,1.0,False
79447050,79447050,2016-05-17,24,692105,1.0,False
20966217,20966217,2014-03-21,17,915980,4.0,
13865784,13865784,2013-11-12,23,583968,2.688,
117319794,117319794,2017-05-30,29,510055,6.0,False
13020065,13020065,2013-10-25,41,655749,3.0,
113321248,113321248,2017-04-23,2,1463899,10.0,False
94406873,94406873,2016-10-20,11,1047753,58.0,False
40534580,40534580,2015-02-03,53,988459,8.372,False
59632550,59632550,2015-10-18,47,821186,14.0,False
42159641,42159641,2015-03-02,49,838409,23.0,False
61111014,61111014,2015-11-04,2,1913258,7.0,False
42559703,42559703,2015-03-09,18,112830,1.0,False
2418035,2418035,2013-03-02,3,253103,3.0,
17094385,17094385,2014-01-13,46,157956,3.0,
34463093,34463093,2014-11-03,53,1152346,1.0,False
53814799,53814799,2015-08-13,11,1456994,1.0,False
94114301,94114301,2016-10-17,5,1229023,1.0,False
6602996,6602996,2013-06-06,40,770461,2.0,
115376025,115376025,2017-05-12,12,2042947,3.0,False
5105410,5105410,2013-05-03,48,623316,67.643,
76646692,76646692,2016-04-18,18,1672580,2.0,False
32577953,32577953,2014-10-08,2,1584293,1.0,False
106438247,106438247,2017-02-16,18,1024976,18.0,True
90568983,90568983,2016-09-10,20,958514,6.0,False
69516954,69516954,2016-02-03,24,452212,34.0,False
55278686,55278686,2015-08-30,41,1489899,15.0,False
56448876,56448876,2015-09-13,8,1239899,15.46,False
106696287,106696287,2017-02-18,45,1009998,3.0,False
120264544,120264544,2017-06-27,16,326951,3.0,False
21476838,21476838,2014-03-29,14,1109391,8.0,
95417021,95417021,2016-10-30,40,426155,10.0,False
122720064,122720064,2017-07-20,30,1576321,2.0,False
33003877,33003877,2014-10-14,5,1489895,4.0,False
30510242,30510242,2014-09-08,23,1166475,4.0,False
91245703,91245703,2016-09-17,28,857324,2.0,False
92808144,92808144,2016-10-03,39,902200,6.0,True
114672062,114672062,2017-05-05,35,1124165,1.0,False
75140520,75140520,2016-04-02,41,938567,3.0,False
39603927,39603927,2015-01-19,5,1354382,2.0,False
985942,985942,2013-01-26,24,123601,17.0,
110952335,110952335,2017-03-31,27,954553,3.0,False
20745395,20745395,2014-03-17,46,1239783,14.0,
73075322,73075322,2016-03-12,3,1372511,1.0,False
76161701,76161701,2016-04-13,15,1076335,9.0,False
79221562,79221562,2016-05-15,7,584188,1.031,False
114374330,114374330,2017-05-02,43,1328907,14.0,False
74033995,74033995,2016-03-22,3,557408,12.0,False
109551678,109551678,2017-03-18,3,740726,6.0,False
19813588,19813588,2014-03-03,18,949299,9.0,
110698677,110698677,2017-03-28,54,1084882,5.0,False
8668845,8668845,2013-07-22,45,208659,8.0,
111565259,111565259,2017-04-06,8,472658,3.0,False
76986286,76986286,2016-04-21,47,1489662,1.0,False
97281575,97281575,2016-11-18,33,1920071,1.0,False
35361586,35361586,2014-11-16,41,564533,46.0,True
64543048,64543048,2015-12-11,4,838400,3.0,False
41914631,41914631,2015-02-27,3,402175,9.0,False
45985595,45985595,2015-05-03,35,1162934,6.0,False
117555310,117555310,2017-06-01,42,1986825,5.0,False
64079677,64079677,2015-12-06,6,724403,6.0,False
59817616,59817616,2015-10-20,48,1366213,4.0,False
82337617,82337617,2016-06-16,53,671083,7.0,False
31055822,31055822,2014-09-16,13,979195,7.0,False
58369479,58369479,2015-10-05,4,890825,4.0,False
57006550,57006550,2015-09-19,39,1489900,6.0,False
115721887,115721887,2017-05-15,25,781797,2.0,False
93965845,93965845,2016-10-15,40,982726,4.0,False
11507127,11507127,2013-09-22,47,463458,14.0,
114930680,114930680,2017-05-07,49,1045449,8.0,False
75362853,75362853,2016-04-04,49,830829,10.0,False
26681232,26681232,2014-07-07,35,212552,15.0,False
48006992,48006992,2015-06-02,18,724360,2.0,False
87969659,87969659,2016-08-14,14,1239914,4.0,False
118825577,118825577,2017-06-13,34,1464065,4.0,False
107950213,107950213,2017-03-02,44,165553,11.0,False
20232743,20232743,2014-03-09,45,1082907,13.0,
8767991,8767991,2013-07-25,3,668754,2.0,
108612774,108612774,2017-03-08,54,608035,2.0,False
22405830,22405830,2014-04-15,48,1239746,3.0,False
31272561,31272561,2014-09-19,28,828630,8.0,False
45032010,45032010,2015-04-18,20,158875,2.0,False
14850507,14850507,2013-12-02,24,119624,3.0,
116979360,116979360,2017-05-27,20,1393033,2.0,True
12133487,12133487,2013-10-06,18,514446,5.0,
51606009,51606009,2015-07-17,23,804932,3.0,False
97802004,97802004,2016-11-23,44,414454,43.0,True
77937302,77937302,2016-05-01,45,1457247,10.0,False
114598517,114598517,2017-05-04,48,1909708,1.0,False
59414163,59414163,2015-10-16,35,771156,4.0,False
85348954,85348954,2016-07-18,15,1066901,3.0,False
47850600,47850600,2015-05-31,20,1466049,2.0,False
18390649,18390649,2014-02-03,27,1178692,1.0,
101263712,101263712,2016-12-28,4,1464041,14.0,False
44641978,44641978,2015-04-12,2,507867,2.0,False
6612677,6612677,2013-06-06,50,517909,1.825,
90834644,90834644,2016-09-13,3,269029,14.0,False
17517477,17517477,2014-01-20,17,1239871,3.934,
89208477,89208477,2016-08-27,16,1963540,3.0,False
24459216,24459216,2014-05-27,34,1158720,52.0,False
7478333,7478333,2013-06-26,11,518094,2.0,
88559020,88559020,2016-08-20,24,1948161,10.0,False
95819884,95819884,2016-11-03,40,365264,1.0,False
40929038,40929038,2015-02-10,36,108698,1.0,False
104458150,104458150,2017-01-28,32,2011200,1.0,False
8376864,8376864,2013-07-16,9,411487,11.0,
93935384,93935384,2016-10-15,22,1457184,3.0,False
103134210,103134210,2017-01-15,39,115891,7.0,False
27569006,27569006,2014-07-20,48,770511,3.0,False
85056960,85056960,2016-07-15,21,1345071,3.0,False
94431824,94431824,2016-10-20,29,1146803,1.0,False
18456889,18456889,2014-02-04,45,819209,6.645,
1077218,1077218,2013-01-28,34,608035,13.0,
14112574,14112574,2013-11-17,27,1014865,9.0,
109707822,109707822,2017-03-19,25,1047756,2.0,False
46438701,46438701,2015-05-10,33,155499,4.0,False
93229452,93229452,2016-10-08,4,1717663,4.679,False
108326504,108326504,2017-03-06,9,940664,7.0,False
90067749,90067749,2016-09-05,3,1047681,28.0,False
98639681,98639681,2016-12-02,13,1959817,4.0,False
85298951,85298951,2016-07-17,44,1390351,20.0,True
64625028,64625028,2015-12-11,54,220432,9.0,False
57094400,57094400,2015-09-20,38,1037838,6.0,False
11027526,11027526,2013-09-12,18,991331,1.0,
36212481,36212481,2014-11-28,51,1310076,9.0,False
23775260,23775260,2014-05-13,39,957096,1.0,False
90179046,90179046,2016-09-06,9,1473500,8.318,True
27710575,27710575,2014-07-22,54,1501570,1.0,True
58536944,58536944,2015-10-06,50,696183,1.0,False
105739038,105739038,2017-02-09,35,1239905,2.0,False
113752615,113752615,2017-04-27,5,2011401,3.0,False
123789226,123789226,2017-07-30,43,155500,62.0,False
50232366,50232366,2015-06-30,25,1503847,30.74,False
27237810,27237810,2014-07-15,51,783243,2.0,False
111385353,111385353,2017-04-04,24,598414,1.0,False
113306524,113306524,2017-04-22,49,2010370,1.0,False
114424092,114424092,2017-05-03,10,1943435,2.0,False
44689733,44689733,2015-04-12,44,671051,4.0,False
20722894,20722894,2014-03-17,27,843462,7.0,
21246912,21246912,2014-03-25,38,169028,1.0,
1868488,1868488,2013-02-16,44,1109325,65.0,
59125192,59125192,2015-10-13,18,1463825,23.0,False
80863803,80863803,2016-06-01,16,314384,28.0,False
102880030,102880030,2017-01-13,17,1464137,3.0,False
104097205,104097205,2017-01-24,53,2013931,23.0,False
51253752,51253752,2015-07-12,50,1695844,3.0,False
70092634,70092634,2016-02-09,33,1012473,7.0,False
98688108,98688108,2016-12-02,43,164037,8.0,True
106295008,106295008,2017-02-14,49,1441817,9.0,False
2048459,2048459,2013-02-21,7,229368,2.0,
46264256,46264256,2015-05-07,50,554049,20.0,False
111447933,111447933,2017-04-05,2,813760,5.0,False
100342616,100342616,2016-12-18,32,1003679,4.0,True
32177585,32177585,2014-10-02,25,1089844,5.0,False
72495016,72495016,2016-03-05,48,1386894,1.0,False
123534197,123534197,2017-07-28,23,215331,2.0,False
53124748,53124748,2015-08-04,46,1473411,1.941,False
5322376,5322376,2013-05-08,46,740723,5.0,
125116930,125116930,2017-08-12,20,1261376,4.0,False
42837322,42837322,2015-03-13,54,329364,3.0,False
109369429,109369429,2017-03-16,14,2028696,2.0,False
78740200,78740200,2016-05-10,3,1489895,11.0,False
31396486,31396486,2014-09-21,10,1104599,4.0,False
23619711,23619711,2014-05-10,31,1114903,3.0,False
87329454,87329454,2016-08-07,34,2011080,1.0,False
113146324,113146324,2017-04-21,24,1966995,2.0,False
70872198,70872198,2016-02-17,45,2010290,3.0,False
77243670,77243670,2016-04-24,28,820500,1.0,False
102029623,102029623,2017-01-05,4,1239883,9.168,False
59632194,59632194,2015-10-18,47,470760,4.0,False
83597633,83597633,2016-06-30,18,1920095,2.0,False
83490753,83490753,2016-06-29,7,1473509,6.827,True
13485188,13485188,2013-11-04,37,796396,6.0,
63982992,63982992,2015-12-05,7,1457337,9.0,False
103398279,103398279,2017-01-18,11,849139,1.0,True
14601628,14601628,2013-11-27,28,371438,7.0,
8428199,8428199,2013-07-17,18,692531,2.0,
75226732,75226732,2016-04-03,30,1124165,2.0,False
123939650,123939650,2017-08-01,6,2086882,6.0,False
97971971,97971971,2016-11-25,35,129296,1.0,False
58686755,58686755,2015-10-08,36,2010329,2.0,False
64007593,64007593,2015-12-05,21,1909412,5.0,False
36874670,36874670,2014-12-07,49,1038952,11.0,False
18998950,18998950,2014-02-15,38,956014,20.0,
33861988,33861988,2014-10-26,25,1463935,1.0,False
28830085,28830085,2014-08-10,18,452212,7.0,False
98721026,98721026,2016-12-03,3,1405685,13.0,False
111193063,111193063,2017-04-02,35,1642399,5.919,False
38831748,38831748,2015-01-05,49,165704,22.0,False
31661117,31661117,2014-09-25,3,1248391,2.0,False
48392693,48392693,2015-06-07,9,551893,6.0,False
70141923,70141923,2016-02-10,6,218726,6.0,False
83389769,83389769,2016-06-28,2,1575235,3.0,False
63555210,63555210,2015-11-30,35,1751176,2.729,False
31458906,31458906,2014-09-22,4,1229676,3.0,False
52022205,52022205,2015-07-22,28,1458834,1.0,False
104815057,104815057,2017-01-31,49,1909699,1.0,False
73264241,73264241,2016-03-13,50,2010913,8.0,False
44136309,44136309,2015-04-03,49,1037856,6.0,False
45973599,45973599,2015-05-03,25,567787,1.0,True
24321501,24321501,2014-05-24,46,314880,13.0,False
117304408,117304408,2017-05-30,20,911989,11.0,False
101183200,101183200,2016-12-27,17,1246785,1.0,False
74821437,74821437,2016-03-30,27,368624,7.0,False
117349614,117349614,2017-05-30,45,1212452,3.0,False
1163554,1163554,2013-01-30,45,161288,1.0,
123449856,123449856,2017-07-27,32,1463807,1.0,False
71868654,71868654,2016-02-28,26,956011,1.0,False
34594303,34594303,2014-11-05,46,968937,1.0,False
7027660,7027660,2013-06-16,8,269084,6.0,
114784416,114784416,2017-05-06,36,1913230,1.0,False
112769612,112769612,2017-04-17,41,265279,6.0,False
118853417,118853417,2017-06-13,48,932281,1.0,False
78229941,78229941,2016-05-04,45,1695961,22.373,True
115910941,115910941,2017-05-17,11,1306196,31.0,False
1434302,1434302,2013-02-06,8,1047740,1.0,
7790836,7790836,2013-07-03,5,557256,5.0,
68674693,68674693,2016-01-25,27,802833,3.0,False
57320592,57320592,2015-09-23,17,686034,3.0,False
4136336,4136336,2013-04-11,11,724359,2.0,
14933558,14933558,2013-12-04,2,1105213,3.0,
79469874,79469874,2016-05-17,39,362548,4.0,False
123950101,123950101,2017-08-01,11,1971373,10.0,False
11460757,11460757,2013-09-21,48,265258,18.0,
27786474,27786474,2014-07-24,7,759698,4.0,False
40424992,40424992,2015-02-02,7,323921,17.0,False
54807459,54807459,2015-08-25,7,155621,2.0,False
46827327,46827327,2015-05-16,27,1239800,3.0,False
65435737,65435737,2015-12-20,27,1047703,6.0,False
28125837,28125837,2014-07-29,4,1242667,1.0,False
111277471,111277471,2017-04-03,21,1342006,29.0,False
6015605,6015605,2013-05-24,36,939662,14.0,
50195303,50195303,2015-06-29,54,323227,4.0,False
5464694,5464694,2013-05-12,3,215356,7.0,
70880786,70880786,2016-02-17,49,1239808,9.0,False
95591854,95591854,2016-11-01,26,1463993,2.0,False
108679826,108679826,2017-03-09,38,1473413,6.556,False
49087230,49087230,2015-06-15,54,872306,3.0,False
121094580,121094580,2017-07-05,1,409738,6.0,True
51948076,51948076,2015-07-21,32,302952,1.0,False
74160424,74160424,2016-03-23,24,2010615,26.0,False
39896993,39896993,2015-01-24,11,463458,2.0,False
120014889,120014889,2017-06-24,52,671083,5.0,False
61469050,61469050,2015-11-07,48,1463887,17.0,False
124903261,124903261,2017-08-10,14,2010918,3.0,False
23242367,23242367,2014-05-02,50,1239883,2.382,False
8984518,8984518,2013-07-29,48,752167,1.0,
96253117,96253117,2016-11-07,50,312324,14.0,False
104273302,104273302,2017-01-26,44,1466833,10.0,False
122853630,122853630,2017-07-21,47,1695989,25.0,False
100859573,100859573,2016-12-23,20,812769,5.0,False
36403796,36403796,2014-12-01,27,933780,1.0,False
2960124,2960124,2013-03-14,48,1010752,2.0,
124245383,124245383,2017-08-04,1,409738,1.0,True
71179114,71179114,2016-02-21,6,103520,3.0,False
110790557,110790557,2017-03-29,48,1422835,6.0,False
57811438,57811438,2015-09-29,2,1044592,9.0,False
116037430,116037430,2017-05-18,26,1176562,1.0,False
123253712,123253712,2017-07-25,34,1066901,2.0,False
49480821,49480821,2015-06-20,53,1079254,2.0,False
81002602,81002602,2016-06-02,43,1166474,46.0,False
16042846,16042846,2013-12-26,34,464906,3.0,
67367480,67367480,2016-01-11,24,463816,1.0,False
83752095,83752095,2016-07-01,51,258411,4.0,False
28381102,28381102,2014-08-02,3,1239856,40.89,False
56530794,56530794,2015-09-14,4,1239741,3.0,False
67814460,67814460,2016-01-16,20,852938,8.0,True
17014189,17014189,2014-01-12,33,1464309,5.0,
54464291,54464291,2015-08-21,7,211203,16.0,False
25126409,25126409,2014-06-09,30,1243803,1.0,False
99321577,99321577,2016-12-08,42,660502,6.0,False
122905711,122905711,2017-07-22,19,461432,1.0,False
90896232,90896232,2016-09-13,41,1693644,8.0,False
56173397,56173397,2015-09-09,50,1239915,6.0,False
71633956,71633956,2016-02-26,2,903955,9.0,True
124224644,124224644,2017-08-03,46,165988,5.0,False
20853552,20853552,2014-03-19,32,404334,1.0,
6636077,6636077,2013-06-07,25,1037856,2.0,
54245119,54245119,2015-08-18,23,358272,3.0,False
60260848,60260848,2015-10-25,43,982726,1.0,False
64067474,64067474,2015-12-05,54,414421,1.0,False
46967292,46967292,2015-05-18,26,1457341,11.0,False
49200118,49200118,2015-06-17,24,1161571,37.0,False
124715891,124715891,2017-08-08,23,1305845,2.0,False
87638802,87638802,2016-08-10,46,781794,19.0,False
10054763,10054763,2013-08-22,10,1047394,2.0,
52491904,52491904,2015-07-28,14,938567,10.0,False
76726728,76726728,2016-04-19,8,105693,2.0,False
111062463,111062463,2017-04-01,26,617763,1.0,True
44801629,44801629,2015-04-14,34,1418847,10.0,False
43171067,43171067,2015-03-19,24,584028,23.746,False
51037339,51037339,2015-07-10,16,464263,9.0,False
72069837,72069837,2016-03-01,30,1463807,4.0,False
31862944,31862944,2014-09-28,1,1239818,1.0,False
32932502,32932502,2014-10-13,4,459801,9.0,False
102756698,102756698,2017-01-12,3,841614,1.0,False
99303142,99303142,2016-12-08,30,2048515,5.0,False
41454078,41454078,2015-02-19,24,329361,1.0,False
21605620,21605620,2014-03-31,8,1695830,20.749,
98083026,98083026,2016-11-26,40,882624,5.0,False
41961238,41961238,2015-02-27,46,1145597,4.0,False
22354923,22354923,2014-04-14,47,219147,7.0,False
61427313,61427313,2015-11-07,25,1576325,2.0,False
53732412,53732412,2015-08-12,10,999547,1.0,False
73401156,73401156,2016-03-15,23,564533,10.0,False
22635383,22635383,2014-04-20,32,525887,1.0,False
60657444,60657444,2015-10-30,15,1114749,9.0,False
125456632,125456632,2017-08-15,36,1024975,17.0,False
100338053,100338053,2016-12-18,29,1464196,5.0,False
64327166,64327166,2015-12-08,39,1940026,5.0,False
111365879,111365879,2017-04-04,13,271479,2.0,False
20022147,20022147,2014-03-06,34,1473487,21.0,
97519406,97519406,2016-11-20,47,1489871,7.0,False
86443590,86443590,2016-07-29,45,1913464,31.0,False
86746049,86746049,2016-08-01,41,764439,5.0,False
31094822,31094822,2014-09-16,47,987308,28.0,False
60241370,60241370,2015-10-25,31,1576312,3.0,False
107392005,107392005,2017-02-25,29,263583,2.0,False
5166466,5166466,2013-05-05,9,841841,39.0,
21461032,21461032,2014-03-29,3,1533358,3.0,
8090611,8090611,2013-07-09,40,675524,5.0,
33329561,33329561,2014-10-18,46,1464038,8.0,False
58943833,58943833,2015-10-11,20,1085686,5.0,False
18075659,18075659,2014-01-29,5,112830,1.0,
69237036,69237036,2016-01-31,31,760319,4.952,False
108227421,108227421,2017-03-05,16,1098624,7.0,False
86955974,86955974,2016-08-03,46,323921,13.0,False
8934728,8934728,2013-07-28,44,507870,14.0,
59084078,59084078,2015-10-12,47,1501570,23.0,False
59169939,59169939,2015-10-13,47,411555,9.0,False
24086012,24086012,2014-05-19,51,579759,5.0,False
115115186,115115186,2017-05-09,38,2032088,3.0,False
11093755,11093755,2013-09-13,48,819933,2.0,
20830794,20830794,2014-03-19,8,1001305,4.0,
47357570,47357570,2015-05-24,18,1463625,26.0,False
95853686,95853686,2016-11-04,2,575875,8.0,True
107050651,107050651,2017-02-22,11,1502391,6.328,False
43991468,43991468,2015-04-01,35,876223,3.0,False
118321870,118321870,2017-06-08,47,1958166,6.0,False
81597575,81597575,2016-06-08,53,1386220,5.0,False
76969851,76969851,2016-04-21,39,1399750,2.0,False
53527595,53527595,2015-08-09,41,1457229,9.0,False
90118018,90118018,2016-09-05,33,2037487,3.0,False
88988589,88988589,2016-08-24,49,1412575,5.544,False
102551519,102551519,2017-01-10,1,633997,3.016,False
106977282,106977282,2017-02-21,28,1047680,1.0,True
25534484,25534484,2014-06-17,31,364829,7.0,False
81728475,81728475,2016-06-10,26,1305845,12.0,True
48400424,48400424,2015-06-07,14,1157329,16.0,False
32650569,32650569,2014-10-09,5,1044584,1.0,False
92765200,92765200,2016-10-03,11,1986825,9.0,False
46385682,46385682,2015-05-09,44,804974,48.0,False
112618508,112618508,2017-04-16,16,517906,1.0,False
118835923,118835923,2017-06-13,40,1373409,1.0,False
25635839,25635839,2014-06-19,32,1239840,1.0,False
65351153,65351153,2015-12-19,37,1576323,1.0,False
61383074,61383074,2015-11-07,1,1239861,6.782,False
118004502,118004502,2017-06-05,43,2013086,6.0,False
46745715,46745715,2015-05-15,14,1320180,1.0,False
7815419,7815419,2013-07-03,37,740722,21.0,
41382398,41382398,2015-02-18,11,1239882,97.959,False
20476236,20476236,2014-03-13,39,1456909,1.0,
73530774,73530774,2016-03-16,44,1932491,4.0,False
62021198,62021198,2015-11-14,2,371434,3.0,False
122823698,122823698,2017-07-21,32,1686668,1.0,True
88510300,88510300,2016-08-19,50,2026597,4.0,False
49631592,49631592,2015-06-22,47,1121615,21.0,False
61548938,61548938,2015-11-08,40,730259,7.0,False
92088275,92088275,2016-09-26,12,584123,1.026,False
83665423,83665423,2016-07-01,4,1239792,3.0,False
38058532,38058532,2014-12-23,48,355091,86.0,False
89955093,89955093,2016-09-03,53,809882,3.0,False
70710354,70710354,2016-02-16,4,1137146,3.0,False
47952560,47952560,2015-06-01,38,929627,8.0,False
78947477,78947477,2016-05-12,15,1354382,3.0,False
75009203,75009203,2016-04-01,26,322094,1.0,False
101992854,101992854,2017-01-04,42,513379,1.0,False
110817624,110817624,2017-03-30,7,2061121,30.0,False
45659924,45659924,2015-04-28,28,213066,1.0,False
30844398,30844398,2014-09-13,16,1072167,2.0,False
13556513,13556513,2013-11-06,5,939661,8.0,
12843652,12843652,2013-10-21,44,208386,13.0,
64943901,64943901,2015-12-15,16,1463865,9.0,False
90283617,90283617,2016-09-07,15,1047735,5.0,False
110623538,110623538,2017-03-28,12,838844,6.0,False
394328,394328,2013-01-11,45,881701,10.0,
39124913,39124913,2015-01-10,50,1143685,213.0,False
36643289,36643289,2014-12-04,45,849095,1.0,False
2043955,2043955,2013-02-21,2,953413,4.0,
9348721,9348721,2013-08-06,41,769312,3.0,
101308866,101308866,2016-12-28,28,1346626,3.0,False
13738396,13738396,2013-11-09,46,1076066,25.0,
90004339,90004339,2016-09-04,26,1162933,3.0,False
30205118,30205118,2014-09-04,3,1473403,42.239,False
15422124,15422124,2013-12-13,43,820003,3.918,
65224868,65224868,2015-12-18,19,472645,1.0,False
87183031,87183031,2016-08-06,8,1987120,4.0,False
79189651,79189651,2016-05-14,46,699692,12.029,False
4928218,4928218,2013-04-29,45,559873,27.0,
117985005,117985005,2017-06-05,33,1230060,1.0,False
96504773,96504773,2016-11-10,30,1463866,15.0,False
90561867,90561867,2016-09-10,15,305345,4.0,True
13005521,13005521,2013-10-25,23,305080,10.0,
68622717,68622717,2016-01-24,49,1625605,217.191,False
24111301,24111301,2014-05-20,28,312113,1.0,False
104153178,104153178,2017-01-25,31,671083,1.0,False
25148192,25148192,2014-06-09,51,258537,3.0,False
64750990,64750990,2015-12-13,14,1464045,4.0,False
26778216,26778216,2014-07-09,2,1695835,42.072,True
33235280,33235280,2014-10-17,30,1159413,8.0,False
105403021,105403021,2017-02-06,17,418026,13.0,False
41124378,41124378,2015-02-13,51,507457,9.0,False
25919057,25919057,2014-06-25,2,939663,5.0,False
88015860,88015860,2016-08-14,42,1168717,3.0,False
89513851,89513851,2016-08-30,28,1370025,1.0,False
21323116,21323116,2014-03-26,47,1695888,8.5946,
51782821,51782821,2015-07-19,30,464339,3.0,False
9103404,9103404,2013-08-01,28,1079220,1.0,
49074894,49074894,2015-06-15,46,1464099,6.0,False
110372761,110372761,2017-03-25,47,1501525,7.154,False
55304200,55304200,2015-08-31,1,1047756,1.0,False
408826,408826,2013-01-12,7,511397,1.0,
29081570,29081570,2014-08-15,7,376427,11.0,True
102908100,102908100,2017-01-13,34,1920071,3.0,False
79381515,79381515,2016-05-16,42,563966,10.0,False
74979908,74979908,2016-04-01,8,1454708,2.0,False
15593464,15593464,2013-12-16,54,119187,3.0,
86815605,86815605,2016-08-02,23,275823,4.0,False
73276681,73276681,2016-03-14,4,769314,5.0,True
70944319,70944319,2016-02-18,36,939130,1.0,False
46270182,46270182,2015-05-08,1,1402017,1.0,False
21912000,21912000,2014-04-05,51,587156,4.0,False
95623320,95623320,2016-11-01,44,657869,4.0,False
109172291,109172291,2017-03-14,19,302997,5.0,False
90097882,90097882,2016-09-05,20,1908028,11.0,True
110753817,110753817,2017-03-29,29,2047506,11.0,False
8164586,8164586,2013-07-11,24,314384,26.0,
16856944,16856944,2014-01-10,8,1686656,16.0,
100941600,100941600,2016-12-24,5,1047681,66.0,False
2976202,2976202,2013-03-15,13,557408,3.0,
68767074,68767074,2016-01-26,28,1229643,1.0,False
